Start,End,Open,High,Low,Close,Volume,Market Cap
2017-09-05,2017-09-06,295.171,318.572,268.285,313.196,1829807909.4076655,28285605406.24165
2017-09-04,2017-09-05,347.484,347.484,279.939,295.251,1252982957.7464788,29403318887.63042
2017-09-03,2017-09-04,348.984,366.487,332.232,347.418,1249670620.2090592,32884478220.36257
2017-09-02,2017-09-03,387.741,389.353,328.095,347.198,1182787109.1549296,33693708410.821373
2017-09-01,2017-09-02,383.042,390.044,383.042,387.581,787536327.5261323,36630674490.33256
2017-08-31,2017-09-01,378.485,386.139,376.354,383.085,946931592.0577618,35932456380.14721
2017-08-30,2017-08-31,370.667,388.748,361.971,378.346,1388277534.7222223,35451533279.17909
2017-08-29,2017-08-30,347.747,373.763,347.747,371.231,913974306.6202091,33953361292.68347
2017-08-28,2017-08-29,347.893,352.054,338.407,347.834,853799013.986014,32662732770.053078
2017-08-27,2017-08-28,333.882,346.588,333.882,346.588,548394982.5783972,31890326607.650345
2017-08-26,2017-08-27,331.915,334.985,327.919,333.861,592930847.2222222,31201947129.373283
2017-08-25,2017-08-26,325.611,336.398,325.611,331.871,793723418.1184669,31352517304.484234
2017-08-24,2017-08-25,317.519,327.96,317.081,325.516,723216420.1388888,30324158518.694366
2017-08-23,2017-08-24,314.785,324.21,314.539,318.026,951500677.0833334,30116238218.71611
2017-08-22,2017-08-23,321.591,327.361,297.913,315.476,1949140000,29356737225.821735
2017-08-21,2017-08-22,301.428,347.049,297.234,321.434,1603635916.3763065,30222745663.978825
2017-08-20,2017-08-21,297.47,301.306,291.58,301.295,708165437.5,27787997159.210995
2017-08-19,2017-08-20,295.59,301.667,286.183,297.577,887060788.1944444,27839631816.366425
2017-08-18,2017-08-19,301.457,307.96,292.499,295.606,927705860.6271777,28406320026.262775
2017-08-17,2017-08-18,302.267,311.028,300.25,302.463,926224826.3888888,28752742413.477116
2017-08-16,2017-08-17,289.818,303.413,285.385,302.392,974781708.3333334,27837858656.25826
2017-08-15,2017-08-16,300.097,300.409,279.327,289.499,947935926.8292683,27370839175.17988
2017-08-14,2017-08-15,298.064,306.807,296.412,300.159,1016987496.5277778,28305257099.481064
2017-08-13,2017-08-14,310.601,310.816,289.314,297.55,1281718645.8333333,27939361292.5695
2017-08-12,2017-08-13,308.864,317.56,307.896,310.834,1141006263.8888888,29391997810.547157
2017-08-11,2017-08-12,295.892,309.209,294.495,309.209,976080393.728223,28078399273.022907
2017-08-10,2017-08-11,296.027,306.593,289.926,297.004,1676833888.8888888,28232134767.0497
2017-08-09,2017-08-10,296.769,318.716,276.69,296.396,2357694965.2777777,28194696042.513645
2017-08-08,2017-08-09,269.18,298.907,266.796,296.11,1104590045.2961671,26424663834.52918
2017-08-07,2017-08-08,261.567,271.963,256.689,269.02,1098853916.6666667,24873035960.575787
2017-08-06,2017-08-07,256.507,271.049,252.852,262.402,1571352187.5,24507807051.022217
2017-08-05,2017-08-06,222.852,254.876,221.952,254.876,865395451.3888888,22347843147.21967
2017-08-04,2017-08-05,225.342,227.621,222.057,223.073,587391543.5540069,21052159686.49399
2017-08-03,2017-08-04,219.952,228.292,219.888,225.263,572708364.5833334,21018825343.985477
2017-08-02,2017-08-03,226.769,229.512,218.118,219.832,1013559704.8611112,20933471283.628265
2017-08-01,2017-08-02,203.871,227.744,203.871,226.925,1212208177.7003484,20598382224.73332
2017-07-31,2017-08-01,197.978,203.656,193.411,203.151,498212458.3333333,18547753281.53255
2017-07-30,2017-07-31,205.789,208.541,196.149,197.675,811532604.1666666,18890716490.884792
2017-07-29,2017-07-30,193.341,208.679,179.647,205.33,607861309.0277778,17688083014.55623
2017-07-28,2017-07-29,204.318,204.897,192.304,193.123,482326655.0522648,18613391515.019764
2017-07-27,2017-07-28,203.953,206.444,201.26,204.243,493846975.6944444,19159736094.139694
2017-07-26,2017-07-27,206.71,210.767,194.784,203.728,983763829.8611112,18916618769.4312
2017-07-25,2017-07-26,224.711,225.324,195.845,208.145,709261912.891986,19742737902.253822
2017-07-24,2017-07-25,225.951,227.538,222.453,224.409,525091069.68641114,21068573653.47706
2017-07-23,2017-07-24,229.476,231.68,217.722,225.545,656075732.6388888,21110253961.98964
2017-07-22,2017-07-23,218.305,232.696,216.868,229.868,763443996.5277778,20889687765.09425
2017-07-21,2017-07-22,227.265,235.118,213.01,218.167,1611893240.4181185,20887889713.40773
2017-07-20,2017-07-21,199.703,233.904,199.703,225.323,2409100972.2222223,21054844744.853806
2017-07-19,2017-07-20,234.391,245.651,191.745,198.367,2900202152.7777777,21142605510.709976
2017-07-18,2017-07-19,193.424,267.986,182.059,233.001,1812455400.6968641,19265893483.124317
2017-07-17,2017-07-18,157.363,194.753,157.363,192.824,1592966666.6666667,16357391185.421427
2017-07-16,2017-07-17,170.655,172.014,133.723,158.797,1098166329.8611112,14543522080.214432
2017-07-15,2017-07-16,199.662,200.161,171.77,171.77,799601381.9444444,17291280564.573383
2017-07-14,2017-07-15,209.733,211.101,187.374,199.672,712557689.8954704,18644667864.661167
2017-07-13,2017-07-14,230.774,231.812,200.065,210.38,1090167275.6183746,20102076184.82503
2017-07-12,2017-07-13,197.404,228.99,189.589,228.99,1150225370.5583756,19495729819.502453
2017-07-11,2017-07-12,215.357,220.291,183.392,198.541,1421803679.4425087,18358125507.54663
2017-07-10,2017-07-11,242.137,243.071,196.965,215.896,555229729.1666666,21681705241.83441
2017-07-09,2017-07-10,251.697,255.105,242.229,242.229,590868611.1111112,23065700324.34077
2017-07-08,2017-07-09,245.991,273.477,236.551,251.219,811300430.5555556,22996665774.843983
2017-07-07,2017-07-08,270.549,273.943,244.174,247.29,587920940.7665505,24114878347.32693
2017-07-06,2017-07-07,268.774,278.476,265.512,270.964,731961871.5277778,25188958931.332367
2017-07-05,2017-07-06,273.303,275.125,261.447,268.874,751841770.8333334,24960804843.774494
2017-07-04,2017-07-05,282.898,287.388,273.111,273.771,722996243.902439,26121814356.762894
2017-07-03,2017-07-04,287.987,291.104,281.176,283.224,1048193194.4444444,26625142216.177197
2017-07-02,2017-07-03,274.601,295.509,262.52,289.406,1018498836.8055556,25643786006.72404
2017-07-01,2017-07-02,294.916,294.916,268.617,274.444,1105637211.8055556,25947193963.97228
2017-06-30,2017-07-01,302.883,315.172,288.443,292.678,1208240501.7421603,28204010595.924812
2017-06-29,2017-06-30,327.927,330.708,297.373,303.24,1851822638.8888888,29461464331.874348
2017-06-28,2017-06-29,293.088,333.104,276.414,329.098,2134729818.1818182,28018848862.070004
2017-06-27,2017-06-28,272.692,291.031,227.137,291.031,1894637938.9312978,24067204615.967896
2017-06-26,2017-06-27,303.248,311.458,238.649,273.647,1446035582.3293173,26258715588.80841
2017-06-25,2017-06-26,323.696,332.792,284.646,303.764,832706177.0833334,29596643224.145153
2017-06-24,2017-06-25,341.739,343.621,322.087,324.056,576645222.2222222,31282032793.37785
2017-06-23,2017-06-24,336.371,348.006,334.99,341.841,764128354.1666666,31700429234.34007
