,ACCOUNT_ID,CURRENCY_TYPE,Aggregate_Amount_In_Wallet
291,33f34128a4f1e96680b282a3973e1aaf,BTC,-9.780686415
292,33fff2146b516a658a4b88f485a09157,LTC,-1150.660661226939
293,3425a980c6ad78304c788bb350d4d6af,ETH,-18785.595
294,3432e04c80622f135fda8c75d6fbab6e,LTC,-1919.522794222894
295,34b72c1f366800d4929a5328576d3cc5,LTC,-123.623207307308
296,34b9c0e490b675e1c4732a28f34b7701,BTC,-31.85147516715
297,352c62a94d7ef8866e42e4b99092c569,BTC,-1372.3369269018
298,35432d53732219802e486e2f07fed20b,BTC,-544.705723580714
299,355183454f686de4b3701c9e46cb8baf,LTC,-4414.3071897
300,3570a8061a3d7bb5e841cae4e41df8ee,BTC,-369.37423255673417
301,3584145dc3e2e5f33cbc5a40a14c958f,ETH,-774.28923784763
302,35861d2db268ed2a013d078d19e3dcf7,BTC,-9.8600606456
303,358aef94c11a8eeae4d6f479f7c17c78,ETH,-4520.8382411435805
304,35b73742109fd9ffa76765ab4f074c9f,BTC,-6.227103612526578e-17
305,35bd5e59519993562311f2f5a8831bdf,LTC,-521.508146026348
306,35f6d918cdcf279ddb76d340348d0b32,BTC,-0.0462134
307,3647a634dcb96a2d83e63a62d4f3eb8a,BTC,-28248.3448044298
308,364e3e61721f4829fe12fc059286f64e,BTC,0.0
309,36558d38db2bde5a1cab14df8a06b91f,BTC,0.0
310,36d33949fe26cc44725674daa51f071d,BTC,-93.5944782419381
311,36dc7064848bcee897569a9a59027087,BTC,-2.9059179194
312,37362c7288559c8d573bb7fe9ac59345,LTC,-3775.6138602768647
313,378a05eee8436061163fc4250beee95d,LTC,-152.54854121550034
314,37d1f2d7b232d7032f247c1d2f886c5d,ETH,-1682.3554719668937
315,381ae007764871c9d3206403209dd72e,LTC,-139.294
316,3854394f6334adf594368b7fb443c54b,BTC,-307.22494838920005
317,388965311aaf45ea465e4791af873cef,BTC,-1334.9557928
318,38e7eed23db4c74debab4c384c5905bd,ETH,-1829.145
319,38f084d0e3af338b6731f3382887c28c,LTC,-39.01183076151901
320,38fd2ed080555f26eb4ad16623b4d82c,BTC,-0.00643701682082273
321,39590f890dcfde298d2e746ecf14f0ee,BTC,-0.11158486009999999
322,396a431218c6dad00796a529705fdef7,LTC,-2854.4926797996113
323,39a98671845d7f7aafa6206d79f08ddb,ETH,-976.8493801607489
324,39c653eb7c5fd91f11879cc592e92ec4,ETH,-998.6780717676472
325,39cf3bee757fdc86ff55d6f669e72baf,BTC,-316.3450316692484
326,39d7962c9da95e625bd368d12d5b19fd,BTC,-1.70987380773
327,3a1bda5f0c4c73d640f7c63347a35bf3,BTC,-0.037989
328,3a1ce7833de91ed7652a7e675823922a,BTC,-9040.8601724869
329,3a5767e790fdb71cc7400af50b974fec,BTC,-0.8085571554
330,3a663062697848d2258c1f335a2cefb6,BTC,-578.96374468746
331,3ac9b5e100fac4dd63eb0ad7e229a697,BTC,-0.0049186559999999995
332,3aefc5265f57ad78ee27e142afab6e5c,BTC,-39.86298219514
333,3b0911b5832ba9eb5ad3553ff2b587f3,BTC,0.0
334,3b48064f5483dfb786c810d49466c237,ETH,-1497.06
335,3b5421749ee7ff2d49cc71f043b15d87,ETH,-1691.769159982
336,3ba07944f0570570ac4db3105ae37731,BTC,0.0
337,3bab14acbc724c7bc84801211364533b,BTC,-457.001
338,3be006da47b0e768da490bc91af00509,LTC,-737.04497201703
339,3bee81cfee5918312bd644e9977fd95d,ETH,-394.44652560505
340,3c3033a44011b319224661fa9e5a07c1,BTC,-2443.44
341,3c57ee81bd407938e4b0e11a13b0562f,BTC,-1524.0950291515999
342,3c5f8070c5fed235ff21ee24569c9272,BTC,-2259.8983514188
343,3c893be5bd4f55163b850748e3ce6cd7,BTC,-0.0266683
344,3c9e8092a787807a9d3d42defd4eeb68,BTC,-5.910446791951122e-17
345,3d1a15ec1ee802c948b155d360755180,ETH,-4735.59639580775
346,3d1a51cc65b254c9c8f4279ce71e374a,BTC,-2224.8004946867995
347,3d5f4857d61a4e8ed6a19ec7c817d1ca,BTC,-1120.6178408463
348,3de0939f9d9a4ce69ae22a29dc9231d9,BTC,-0.037989
349,3e576fcfd866de33a3b502a2a05fd5ea,ETH,-1858.2849999999999
350,3e626b19c9311da5189bed4560bca0cb,BTC,-209.0720559517
351,3f22c4a7d890a751b1f22dd4109c8782,LTC,0.0
352,3f24766c5639280c5608a74a09ed2068,ETH,-378.85357847219996
353,3f2df7d5a6386020f5673f6d6e088e0c,BTC,-0.021417765600004975
354,3f7c7f072d93cd65786efc269edc88f7,ETH,-1.139960382667
355,3f848c0fe30851aff516b3f16e4dc660,BTC,-0.9995329063999999
356,3f8acbcfa9a792357a3f467540ed9d2f,ETH,-92.81723084688
357,3f9732c305a8b22014fcde916fa75d06,ETH,-284.84149032516
358,3fb5dadcc18f2204e6ec6f1fbf941dde,BTC,-0.022580000000000003
359,3fce2d8dc2ac6e230e30e3393d238303,BTC,-120.201345
360,3ff74d3ab9332f4c2b07cbb5d9980527,LTC,-136.24375049039492
361,3ff8a98c0900389f8f5dee22aafc0f0b,LTC,-135.434980213899
362,4069677ea027031e79518cc193e57969,BTC,-67.6997883378
363,40890093d28aafbc249e4c8c0b5377a8,ETH,-12.504195
364,40c9b6fa14cbad86c69a7ee6fcc3b1b9,BTC,-38.1219661992
365,40d10af479ef6b0bf104c1f4ca952641,BTC,-0.019067898000000003
366,4122df9dcb07d0027b5d972e8da42b83,BTC,-63.291295250800005
367,412fa36c0b26dc5c785dacda743c29e0,BTC,-0.0403198
368,414480d211798bddf60f0e3d8e5aca54,ETH,-1262.43812995166
369,41594ac2d2464d095e093238662b7cac,BTC,-2042.0212854624
370,41770f905e5ce4fa0c71cc82cc76a53f,BTC,-77.826262806
371,418dcd638a1dda94aee265569ac03893,BTC,-0.36087883446
372,41bef541b7ee3743b350625eca00abbf,ETH,-344.14870611273
373,41fbd65531709f122d34d36ea3c714e6,BTC,-8.917583843
374,4273ceaac4639ba67e63b4cd9c15240d,BTC,-27.7061750017
375,428d23d9b60def973afa957e5c84a17a,BTC,-44935.27648066031
376,42902130e6ce1a634db185fc7512be4b,BTC,-9739.862785262829
377,429d1255724c7f461bb12c1debc394e2,BTC,-24009.641871335036
378,42e6c6686b59623b247a7511a0bb5f8d,BTC,0.0
379,42efbbfc4052d0ed596c6d4c25a500e1,BTC,-11024.787581234781
380,43acc1436c89bcb8d64d5d78a813a16c,BTC,-191.72879999999998
381,43f3e6a2738cce559780b871d614da45,LTC,-764.7127482834871
382,4415e8d3b19fd3db6d3130f117117372,LTC,-493.438343531662
383,4418d67fb3c2bd0c0e20230b501f0754,BTC,-705.6642099999999
384,4431b31b87b54c25c6d32fa385522f3f,LTC,-34.800675
385,4447899f8a36bec84eaa7eb91a9d6887,BTC,-981.1559701010507
