,USER_ID,CURRENCY_TYPE,Aggregate_Amount_In_Wallet
177,1e994d39e2a393800ddc4b34bfa12772,BTC,-16.16180327153018
178,1eff7366e33c184a77cb2b41d61c2b65,BTC,-930.2345827864
179,1eff7366e33c184a77cb2b41d61c2b65,ETH,-2035.42443297203
180,1f32d168f6f666508d42691adf78f909,BTC,-330.69901004120004
181,1f3945cd8ed8bcffc50e37b2fa6ed99f,BTC,-27.345130780000005
182,1f7902456171bcf9067f45a296c671bf,BTC,-4143.5413088395
183,1f7902456171bcf9067f45a296c671bf,ETH,-2670.97088390962
184,1f7902456171bcf9067f45a296c671bf,LTC,-1150.3592141278718
185,1f9643b58707de304a236be0af01dcaa,ETH,-146.97316083885286
186,1fc5eea11608fc8b9f1726927ed5475a,BTC,-48.95513678727
187,1fd318f597e2f506575a5de4414efe62,BTC,-0.039241000000000005
188,1ff35ceb9a1c68d7780629b72acb3ebd,BTC,-1524.0950291515999
189,206a00b6ee66d7fd141c975515cf6b9b,BTC,-300.77440095954
190,206a3d09392c36500e98a45cd1bfd1ce,BTC,-519.9553038995002
191,20a340c088f1638c778a1cfcac4d8e77,BTC,-63.291295250800005
192,20a340c088f1638c778a1cfcac4d8e77,ETH,-18.716228138920002
193,20a340c088f1638c778a1cfcac4d8e77,LTC,-43.534781816274
194,20a35c795fac46ba174c1dd588fd0ab4,BTC,-0.023916700000000003
195,20b165036985eaa56473d8655452c405,BTC,-150.74169999999998
196,210547b96189ddac596fbdb286d69dae,BTC,0.0
197,21070780cdc7de6d563c6e11dd52e3ce,BTC,-2.02435695
198,2127532494f9b784a4f1a79282409e04,BTC,-44.7634830812
199,2127532494f9b784a4f1a79282409e04,ETH,0.0
200,2143bfcb2f6ab5ba4d60de001c97933e,BTC,-0.8137843152
201,2147626b7b251d8affe89bf16b5b98dc,BTC,-74.68194164890001
202,2188d5b4938b584c4fd37fe5c4eac4a3,BTC,-85.90771013090001
203,21d44acc58a1a251e1708ea3f1bfd4bd,BTC,-0.6234110181000001
204,22a851c6f72427bfdff8ff5000bcce7a,BTC,-0.039241000000000005
205,230119ee9e74e046b529be4ab364ea19,BTC,-348.12649999999996
206,23af4a56e9f3e118eaae6771a80bad6e,BTC,-188.2646890977
207,23c03101ad044f6dcc90c73c736bf486,BTC,-0.27615707168
208,23e0ae86a02fa62e1a7dc0031ca966a8,BTC,-0.022339
209,23ffbc08f559bea25ec96382ec84f085,BTC,-1.276086875057203e-15
210,242a62a8d856f186ccae90c99661b525,BTC,-558.6252305976
211,242a62a8d856f186ccae90c99661b525,ETH,-1979.3389037089996
212,242a62a8d856f186ccae90c99661b525,LTC,-223.362653682246
213,248dd9fceb1954429626913d7ff1fafe,BTC,-7.089745665599996
214,24af8ab16d12f02164d5cd5c97ed51c7,BTC,-17.40928268019997
215,24dcca9ddc07d9852d6d7e664c25dac2,BTC,-0.022365600000000003
216,259ea2c9e25c5774af9aeb01f5dce269,BTC,-11797.17667555844
217,25f0fccfa552efcf037053325136c23c,BTC,-5.095743454999999
218,26624560b28e85ba688d5d1cf7901da1,BTC,-15623.594672912197
219,2665b8ecc280a332fd7b1007bf4e0c37,BTC,-19.1396632172
220,2665b8ecc280a332fd7b1007bf4e0c37,LTC,-1350.279108016568
221,267860ac579d7aef4bd19b4a7ec82833,BTC,-2717.3907744413
222,267860ac579d7aef4bd19b4a7ec82833,LTC,-1023.4765981787219
223,2695d364985ad73e9822fe2ba60d2c1c,BTC,-0.0382775
224,26d2c2979af36d6c1a89b95533fb0294,BTC,-0.00024773159999999994
225,2728a6faf3a6de76ca9fcb456f583dc8,BTC,-7.264099
226,273a2ed19dc4578f66f62fe8b44bd71d,ETH,-12455.379033176961
227,27875b1ab58727a00044ef79e65fae13,ETH,-5141.61561175516
228,2788932d81cbd8118468d761411676e0,BTC,-47.4049
229,279bce5720a714e570be039c1f8abd37,BTC,0.0
230,27dc8d15b5dcc8dd5f39eb8251d69570,BTC,-191.72879999999998
231,27dc8d15b5dcc8dd5f39eb8251d69570,LTC,-193.8508
232,27eb5c9d48b0664dc2bc52fe2d4cc4ea,BTC,-0.0049186559999999995
233,28c6d03ee715c3c6a69cd960ca404123,BTC,-33342.38343682968
234,28c91e83d1689581f4baa69abc4aa8d9,BTC,-0.00133552
235,29008caf4054fdd324e3875c0aa3558a,BTC,-47.43403729760714
236,29008caf4054fdd324e3875c0aa3558a,LTC,-52.80847831341941
237,2964033fd7280ee5bc4596d94e2a805b,BTC,-682.6549099887101
238,2964033fd7280ee5bc4596d94e2a805b,ETH,-560.9461228097649
239,2964033fd7280ee5bc4596d94e2a805b,LTC,-42.461190067636
240,296b2c722b31cc92bd18834a74b9f87a,LTC,-207.846429528172
241,298c236ee85597cc0522b6138e28c3f1,BTC,-13.334220000000002
242,2995b860983b4210a6aee234f4bdbcb8,BTC,-0.00487976
243,29b0762e7a610c3cc3f0f7283d3e7684,BTC,-9.997430922437568
244,29b0762e7a610c3cc3f0f7283d3e7684,LTC,-143.84065264567275
245,29c556a42a2cef4beb032d567e5e2359,ETH,-418.29689817752956
246,29c556a42a2cef4beb032d567e5e2359,LTC,-3285.662050103334
247,29fe986ab58e3f43f552741587c232c0,BTC,-8.3173799192
248,29fe986ab58e3f43f552741587c232c0,ETH,-1035.24765247
249,2ab6d737db374322253b83f4487da789,BTC,-0.0232759
250,2b495ebf929ec49af351009b68a44e9b,BTC,0.0
251,2b6ca40618d0e5be82474aec830c068a,ETH,-1.139960382667
252,2c0e1013099c3d972b85a531267becd6,ETH,-7952.40256048529
253,2c46814a1b1caa6dc12615f7b6a61df9,BTC,-749.9449996692999
254,2c9c460195a6708ff185b563e63b03a8,BTC,-17.8602145783
255,2cafd1ff6e307b4d4065e167e494769b,ETH,-908.6692922608299
256,2cafd1ff6e307b4d4065e167e494769b,LTC,-293.273038006281
257,2cc2841cbe1059b1c51308a6a9ccc393,BTC,-0.0462134
258,2ce80c3a61fb715cf7b1b9489d14c518,BTC,-0.0403198
259,2cf47c9cf6f339b429a440a3f66261fd,BTC,0.0
260,2d3ce8d1a5f086a4ee9efb36c5d1845e,ETH,-86.47450758505
261,2e0070a08ae926555bf28c6e00d9fa3e,BTC,-2.505463984499995
262,2e4781a5b1a1fdedda28cbe09b703857,BTC,-9980.5848976955
263,2e4781a5b1a1fdedda28cbe09b703857,ETH,-190.34229061335998
264,2e4781a5b1a1fdedda28cbe09b703857,LTC,-250.1529
265,2eb902dcc9cbefa27e1207587d0f257d,BTC,-10.018011770000001
266,2f0d45217379a2f97f48409210597984,BTC,-0.038763700000000005
267,2f100201392d0619095f5390d134d45f,BTC,-0.40905511217
268,2f4b1a98419a3fe768604b48238a98a0,BTC,-1437.0262
269,2f7a52043f001ca7c6ca747a0a606159,BTC,-36355.6022609701
270,2f7a52043f001ca7c6ca747a0a606159,ETH,-965.13757602753
271,2fd4581f2a431aaeba734f78d6d9d595,BTC,-0.021505000000000003
272,2fdd6e64413686397b477468ec9f4d5a,BTC,-136.9605189190919
273,2fdd6e64413686397b477468ec9f4d5a,ETH,-54.13183025148
274,2fdd6e64413686397b477468ec9f4d5a,LTC,-136.24375049039492
275,2fe55a838eab8c7c15e34ddbe8a1fce7,BTC,0.0
276,306be2333f47737da1e6bd2ad2dd75d0,BTC,-6.3527745630000005
277,307348f8e195f044ab0bef28a2d78012,BTC,-62.695423908113916
278,307348f8e195f044ab0bef28a2d78012,LTC,-33.343574335506
279,30cb24d10654e22c59651545d272d390,BTC,-1279.9134673570074
280,30f39c1cf24265871a2eef1fbb4d0d92,ETH,-1819.1209051120002
281,310204d63ce32e9d28d4acedaae2fe8b,BTC,-88.88407020799998
282,310204d63ce32e9d28d4acedaae2fe8b,ETH,-87.0267008563
283,314e8e26bd1e06441cafe5cfd927df72,BTC,-46.72507783078171
284,314e8e26bd1e06441cafe5cfd927df72,ETH,-48.18113443881676
285,314e8e26bd1e06441cafe5cfd927df72,LTC,-49.29361264299322
286,3154e1e7fc457a3d8678ae42e2d2bc72,BTC,-0.4889187186
287,315a1fef6bcf42c7f16e132ba5e02566,BTC,-1125.99698307488
288,3274f1d58900d6084144a3fb1a59e1f3,BTC,-1.007697456
289,3286e322987948b372c08bbcc26d3534,BTC,-0.0435858
290,3297c889a7f6a5581ed72c29e3e37e83,BTC,-0.55096502664
291,32a455245cbb05f1c00083520de927bc,BTC,-102.75584159819999
292,32a455245cbb05f1c00083520de927bc,ETH,-278.46450379096
293,32a455245cbb05f1c00083520de927bc,LTC,-433.349942177396
294,32cc5ff2ead925d2dcf965ff03e2ef49,BTC,-26.367301226609996
295,335628e71b3c6ef7fde37861b721934b,BTC,-1092.61981163541
296,335628e71b3c6ef7fde37861b721934b,ETH,-1367.8987108992
297,3363e29ba4ed27ac97959febf68b0938,BTC,-11.944772302
298,337e15f1d3717b8b742e08c152728f1e,BTC,-5180.686609999999
299,337e15f1d3717b8b742e08c152728f1e,ETH,-2871.61293838218
300,337e15f1d3717b8b742e08c152728f1e,LTC,-2799.6367062920003
301,338dd5ae56ead65c61da0f47171983a8,BTC,-10.025152741800001
302,338dd5ae56ead65c61da0f47171983a8,ETH,-8.15538200016
303,338dd5ae56ead65c61da0f47171983a8,LTC,-51.52064325971901
304,33e8cd3f3e8957fbb0d91428908f986a,BTC,-0.023349500000000002
305,33e8cd3f3e8957fbb0d91428908f986a,ETH,-535.42079488744
306,33f115e5c15770e7b3c7dcb40b0a54a0,BTC,-2.06018
307,341386a89f0853895504ff92574d2044,BTC,0.0
308,3433956c9a994dff97079f1eb8718ab9,BTC,-634.49558760975
309,34bdda543a4c28366055a163830af789,LTC,-484.319542923762
310,34e2daf5587eb7b2aeac57e1bbc5c216,BTC,-0.0380688
311,3518c95b738815792e3d8258f72fdf4e,BTC,-48.5615172112
312,3518c95b738815792e3d8258f72fdf4e,LTC,-840.412536153406
313,351b82a9b3a6bc3a77baaeb38ab0e124,BTC,-94.8043336872
314,351b82a9b3a6bc3a77baaeb38ab0e124,ETH,-1262.43812995166
315,351b82a9b3a6bc3a77baaeb38ab0e124,LTC,-140.9346
316,35c3504d435fb064a0872cb25766b731,BTC,-981.1559701010507
317,35f030624760321089397b90dbd607fb,BTC,-19.82434121932
318,36555fa5fce6c254eddf3248f6053447,BTC,-41862.08345854413
319,36555fa5fce6c254eddf3248f6053447,ETH,-56220.330843224314
320,36555fa5fce6c254eddf3248f6053447,LTC,-7020.902691267174
321,36a3a12b8a48288d4fcc665fa4a82c45,BTC,0.0
322,37292943dd1fab7d7d71b36e2212c374,BTC,-10.14140952
323,37292943dd1fab7d7d71b36e2212c374,ETH,-998.6780717676472
324,37582aba78ae1ef7dcf74ea4ce2de8c1,BTC,-49.565342460000004
325,37582aba78ae1ef7dcf74ea4ce2de8c1,LTC,-39.01183076151901
326,3766e0c7933404fc713bca21f5a1138a,BTC,-0.5468375128
327,377df111b301076db913208a5197b467,BTC,-0.0371419
328,378f0ad64a0811c4f3444528fb328943,BTC,-15786.492479060584
329,378f0ad64a0811c4f3444528fb328943,ETH,-35380.07079909923
330,378f0ad64a0811c4f3444528fb328943,LTC,-9524.160451433876
331,395cef880decbb13dc52dc8a914dd1f7,BTC,-0.7819952095145507
332,397ccc02f0e0b423be9dbb20ad249244,ETH,-4914.837549559419
333,3a0e589bd7c17e25c6d6456df1d5b194,BTC,-196.20870014640002
334,3a0e589bd7c17e25c6d6456df1d5b194,ETH,-3939.615433711222
335,3a260fa07da8320f697b5eba30f76fa2,BTC,-8029.143461486599
336,3a260fa07da8320f697b5eba30f76fa2,ETH,-30552.938737262055
337,3a260fa07da8320f697b5eba30f76fa2,LTC,-3601.3407582228538
338,3ad0433259db461a9c04bb2cae63f2e1,ETH,-0.358823836638
339,3b00745fe39243691daf8d17b4decef7,BTC,-405.40794062
340,3b141d8efc4cec68ca444d5b9bac785b,BTC,-104.275
341,3b2b4c0f5b1e8315915fec25f5b1be8b,BTC,-200.30333315422305
342,3b3ef6dcf29673f9497e2e885e24a44e,BTC,-9.2058579676
343,3b3ef6dcf29673f9497e2e885e24a44e,ETH,-8.79856930044
344,3b3ef6dcf29673f9497e2e885e24a44e,LTC,-10.458545845020002
345,3b5115f10a699f21efd738de3071110a,BTC,-281.55393038141614
346,3b5115f10a699f21efd738de3071110a,ETH,-488.56952091497
347,3b587aa83a1c0e5989a8405044a9090c,BTC,-143.1417410344
348,3bc686a0648f424777b9538ddad302f4,BTC,-3037.74994636048
349,3bc686a0648f424777b9538ddad302f4,LTC,0.0
350,3bff435dc1ed1451a648e5f6518c4c86,BTC,-0.8085571554
351,3c87d1f6b6f1a46e3aa063f254d902f8,ETH,-279.4990072545671
352,3c90a31ffb79846a78fcddcbac7a03d1,BTC,0.0
353,3ce433f1c191f34597ad7dae8b60c12c,BTC,-1821.6225929271488
354,3ce433f1c191f34597ad7dae8b60c12c,ETH,-1427.2034488168802
355,3ce433f1c191f34597ad7dae8b60c12c,LTC,-599.43585964524
356,3d938da2f564fa01b7e21206fbc8232c,BTC,0.0
357,3dd980e67364684197c5304948a81e88,ETH,-71743.1579729567
358,3de77a364a8a7edb3f3429f4cdbf50b6,BTC,-0.0224273
359,3e48e77640724dacd7e00bb002ce2b31,BTC,-0.617123985249729
360,3fb8df2ea1035b900c5d2d380f6685c8,BTC,-4903.548378847099
361,3fb8df2ea1035b900c5d2d380f6685c8,LTC,-195.4654
362,3febbc53bf8f65100d1b9f6da52e85c5,BTC,-722.5601697738803
363,4066f4b3b966b680aa2c3aaa5b770265,BTC,-6845.6297504634995
364,4066f4b3b966b680aa2c3aaa5b770265,ETH,-378.85357847219996
365,4066f4b3b966b680aa2c3aaa5b770265,LTC,-4541.562346763006
366,40a982bb7e6c2bc417071bde8c3b7e58,BTC,0.0
367,410032f003ca8f7ac291b685ba141f42,BTC,-0.15882389804
368,41565813ec0a60a2ee442c08664053e7,BTC,-617.7730430940001
369,41565813ec0a60a2ee442c08664053e7,ETH,-0.952782
370,4208de92c03b401688dae1768f5e7512,BTC,-359.67035277019994
371,42bf5ebe4fbf4d1d7f9e7f22f8a63fdb,BTC,-1183.592278946
372,430dd7b91a6efc6da77e77f131d4c02b,BTC,-292.84064105824996
373,432caa80a6f8e36a6d17a9d6e744ebd0,BTC,-67.6997883378
374,437bec22d71d15faffbe017ab577817a,ETH,0.0
375,43893159b8e3ff6490aaaa4631168e74,BTC,-1.3414021679999975
376,43b17ef4b7d2dac2197e9622febcdb89,BTC,-0.3647320668399999
377,43c55bed7a0b4b9989f60ca7a3b9e442,BTC,-660.8596842764
378,43cb12aea0adfb33ad4203c11d1bb2f7,BTC,-141.9740935876
379,43ec831c32ab9b470446f49d63fc99af,BTC,-0.7418688353100055
380,44a741e976c58e0ba563e73bff1d6a12,BTC,-0.25439042436000003
381,44df8b45b776072fec17d78accd880df,BTC,-747.3497406969001
382,4552eb5a7bc7cc26c16e72c709add5dd,BTC,-1669.7665899767999
383,4552eb5a7bc7cc26c16e72c709add5dd,ETH,-633.4384286212301
