,USER_ID,TRANSACTED_CURRENCIES
438,71c60a97de01d2a4ec9c68ded8501025,BTC
439,7261f1d1559ec54298403ee3e13240c5,BTC
440,72fc3ac205cf585773a8df067ebf7909,BTC
441,730cc3f3d7982f834d7e1b5108a2da10,BTC
442,7333ce3fe7f88d18746c3c6a5a66a552,BTC
443,73a06d8db77df4deb868c83beed93dce,"BTC, ETH, LTC"
444,73bc9d995bf09eb8a363a6ca6cdad119,BTC
445,7408923279d73bdf7c0ebda30e5be3b6,BTC
446,742d819c6aaf33df3d6c9ccbbd4de6a2,BTC
447,746a83382602a573e87a123c8737d42b,"BTC, ETH, EUR, LTC"
448,75021bc60237c97c7fffae320c176e37,ETH
449,753f7ad5f109ed458b32386161a6e5a7,"BTC, ETH, LTC, USD"
450,75737414cdab107a2fb3d95199075a9b,"ETH, LTC"
451,759be096cecb833c5b7d6795aad210fc,"BTC, ETH, LTC, USD"
452,75f3e99bba379d5dcf870a481f47f450,BTC
453,76e23316714d74410ddf0b90075420bc,BTC
454,77093751ee086a9f14df64cead77a0b3,BTC
455,7781b375e325ae3d3c21a90a99b8c8dc,BTC
456,78a68a52aec4128a2decf1466a2a6c94,"BTC, ETH, LTC"
457,79ab10f190a4931694ec9ef87e448197,BTC
458,79d85bedab4ab8954bb663ab85856cd7,BTC
459,79ecc9d05c1110f84e0f53cd0d9b968a,"BTC, ETH, LTC"
460,7a1fbca7da15c229faf75adbc4d3db4e,ETH
461,7bb5fd085304f434487532cd4fcd8276,BTC
462,7bc4fbad2182e180332efe83689d35a2,BTC
463,7c3778a08ee3f51377b5472526da8b25,BTC
464,7c435a996564fb9ea5256311669b9af7,"BTC, EUR"
465,7c4e9d72622981f002f7cafc7b15a4a8,BTC
466,7c54c779848a15dca07709fc201e9cdc,"BTC, ETH, LTC, USD"
467,7c6e171bcbaacf9bc3e4aae3ae2b3dbc,"BTC, ETH, LTC, USD"
468,7c852635b4ec87a95dfed84e4b769d36,BTC
469,7c85277601b864d1eb9e1112808aea98,"BTC, LTC"
470,7cb4d984837d37e94927aca14fbe3813,"BTC, ETH, LTC, USD"
471,7cbaaf49a0636c3cf1c26230b407f378,"BTC, ETH"
472,7d12ba17a606e8209106a869a245e5cd,BTC
473,7d4065e16c06fccc6d882551b1f7c362,BTC
474,7d473f2e02c4b49349f5b807d34fa035,BTC
475,7d592b7be09395380ba94fe9b2d86018,BTC
476,7d65eb8f1b69ed586b6d39e668046d03,BTC
477,7e108a1bf12461d487d0660174c4ece4,BTC
478,7e4b5f92dffa93ff7fef7f91252f6b15,BTC
479,7e69f45008eadb72a555a15cd0565073,BTC
480,7e9db9b99c6706a6cadcb0764bf2b97e,"BTC, CAD"
481,7ea2f21acaa8eb1539233f9a4ee680ba,BTC
482,7eada1d64b13b21d77bc26832bdf7983,BTC
483,7ece3d6c8abe3b525512229b7f380922,BTC
484,7f246f6d75107123c063662f6b67a79e,"BTC, ETH, LTC"
485,7ff9f93d2d3e86d4fc9a8cc2374ff758,BTC
486,7ffaa918608181884419e232b69091c7,BTC
487,8022ad60e37dd53adfeaac7847f0daae,BTC
488,8039a446aaf0be09fc0d8175212f04e5,"BTC, ETH, LTC, USD"
489,805d73d66b9691d945aab440e2a35077,BTC
490,80a22e10cb53c3d3743fbe01ceec33dc,"BTC, ETH, LTC"
491,80d468857525f72a3a5fbd47a19d3702,BTC
492,80e521c87eab3738c8e12d9983d3bf0f,BTC
493,80e844453749708db0eebc3d2d7ad7ce,BTC
494,8171d23f969cff692a79f58a4ac41b63,BTC
495,81860beeceab6ce06fac0b5cdb82b0cf,BTC
496,81ee004af283eb330fa9018286a6de68,BTC
497,8208b3ecacb4b3cfc6a393970df460f9,BTC
498,82240b748b47b518445c32cccfa4ad25,LTC
499,8254f76a6974079f0836d16ee84a7c02,"BTC, ETH"
500,82720d7d7dc0fe2066ad8524886980ae,BTC
501,829715eee61c064f4fd2ad1e05f9175f,BTC
502,830be8e5de1fb926400af18f590828e5,BTC
503,831227d8efd5f6b3cdbe8f1033cc9ca2,BTC
504,8333351cdefb4ed33e672e11cd625172,BTC
505,8399b3eab8f4ae5165d20bc91bdd21b8,BTC
506,849b234ec990304fb126b8f5c4d80662,ETH
507,84bd6efdffcd7d0e894a505ef1700d18,"BTC, USD"
508,84c4a2bbc100c5bf7d55db524a9ddd0d,BTC
509,84c7e0eee31ba7ca5bcdb9781280cc70,"BTC, ETH, LTC, USD"
510,84f2fa43f07adc4eae26783d5b1b4710,"BTC, ETH"
511,84fa76ffb70ffcce8bc65c19ec599db7,BTC
512,852fff790740560658491f1b082e6fb8,BTC
513,85f18f1fe75ebda7f465e64c04f6504a,BTC
514,861169c5c1aa59c06b8aa5568a8e85a8,BTC
515,862dec4dc0a0b4f0bfc7e47e71066dc7,BTC
516,8658664c801b3c24b2c499347fefa2f9,BTC
517,86c89b1ba16e4270bd4739c6b098735c,BTC
518,870dbbb647523fbe19c4d1101af224ac,BTC
519,8724b0f11580df979bf232545b7c93bf,BTC
520,87632d947537371b4dc9adc534781d5f,BTC
521,87676ab4f1b063c438667dbc8d97a6eb,BTC
522,87751a2de24f35eb01f318fe6e453e8d,BTC
523,8794e9d0191cb58dedada6c18624d1a0,BTC
524,87da60f6311ffa8f4d526529894fdcea,"BTC, ETH, EUR"
525,883be0830264f5818c9192358380dad9,BTC
526,886038dc135f1337773cf3def4c2dcb3,"BTC, ETH, EUR"
527,88bb20c73660faeac3090971b1a2142b,BTC
528,88e61ed056efca0a866ec84d5c16dca2,BTC
529,890f4232cc469f394a0f2baa3af746ee,BTC
530,8948c92b26ff1b198aaf887687d59968,"BTC, ETH, EUR, LTC"
531,89522d098b2becfb0abeff4e438873ea,"BTC, ETH, LTC, USD"
532,895fd22adb4fd573466f721d690c4a28,"BTC, ETH"
533,89eb5284e8d6d7a5cc0f5982ecaa80f2,"BTC, ETH, EUR"
534,8a6629f0f572478f47b00fe6eb83942e,BTC
535,8a769296f770704d32e2b754a29d85ea,"BTC, ETH"
536,8a8ba2e355383cc479c83b9f4de92cd8,BTC
537,8ac0151ee26d5181546d899b9ef4f4e2,BTC
538,8b0baeb382ef6806154e12199f37e589,BTC
539,8b0e81fdaff838380d35df8cb42b2803,BTC
540,8b25ebfa41d7da7106f91951a8224201,BTC
541,8b5a8fa7c8fa7c0928b7d7d810a35027,BTC
542,8b8bc84ea6701385dd8a286e6da690d3,LTC
543,8bbc5f1d3e69f6f62bc58164baed3661,"ETH, USD"
544,8bd3b3ceafd4e5ebcbc3be7dcb6c92de,BTC
545,8bf781d11ae1208c9d258ca922f2159a,"BTC, ETH, EUR, LTC"
546,8c4e6ebd28cf77afbabed04b7fd267f3,"BTC, ETH"
547,8d0d60086cf22aeac5dcb2574a2b6279,BTC
548,8d216dcf6e8374bc95c6ac82a5e38ef7,"BTC, EUR"
549,8d25da1fb404f124c769cf54eacf1ae0,BTC
550,8d6a354065a8cfc3336cee344b305a1b,BTC
551,8d7b5b1fa468db5a3fa7ddc7f1a5a3ea,BTC
552,8d844e6dc34b2583110ca8b7d9791af9,"BTC, ETH, LTC"
553,8d99cba987f98ada11cce9eb8a5b7b45,BTC
554,8da796bbb9eb203f1efe15be15668837,BTC
555,8e9379e729b4439c32f81dec2f2fa569,"BTC, ETH, LTC"
556,8ea0b04d163aa9f514b9f4e4b300f692,BTC
557,8ec2f28681bc2121d1a277dbc1121732,BTC
558,8edeffbcff0f8a265ffcc0a490691e77,"BTC, ETH, LTC, USD"
559,8f9adbb6173f237800afa131ff2bb6c4,BTC
560,8fe4d48761fc96126ae2768fd751c641,BTC
561,8ff9ce6d43f0a77f1a81ba282f2f0b72,ETH
562,9006b702b3821ea010b61b42c529e77b,BTC
563,907aafae0fcfc370fbd7463c4ce989b7,"BTC, ETH, LTC, USD"
564,911bea3ba631a25890c52599fbd4a0ce,BTC
565,915b8610753bdae7bcb1c97281f05332,BTC
566,91b8706775da88b2b9d179bb748e4117,BTC
567,91c0fbdf1ce91ab3b175a5510f9a8a63,"BTC, USD"
568,91dadbb65731fe508bcc5db9758ccb42,BTC
569,9260c2cb2c91292ea08ac5d752b1042b,"BTC, LTC"
570,92a674b2c5522cb8546e0d8d43802883,BTC
571,93266f486019897c9578cfe006dcc35e,"BTC, ETH"
572,9360e21efeb3dde49903ac7567a02129,"ETH, GBP, LTC"
573,93aba76f4e4d8910b1868d9dbf7f8b84,BTC
574,94122c627947ca59a123f0e6be2393d4,BTC
575,94832b8dafabc28f26ec6982fdca217d,BTC
576,95060cd182ba5fa63ad3ba5fff7e7501,"BTC, GBP"
577,953435c68c869ae5e7168feaccf810a2,"BTC, EUR"
578,95776a12b1b225a06d546c84351d5e1a,BTC
579,95fff4f8ee48fda7ed432be7c8ff2653,BTC
580,9639a1196fbacca03285901ac105673a,"BTC, USD"
581,9641dd07b501a8811a462b3288d46053,BTC
582,96cdb6fc5c3024242cb90620fe15a9a8,"BTC, LTC"
583,96e42fe344372a15f183a9ead43cbcb8,BTC
584,972e877c8c6c56cc6c02aaef85b8286a,"BTC, ETH, LTC, USD"
585,974f6dfccedd45397ab2d9f3413d4af0,ETH
586,9753391f77902121193db0a129a3c739,"ETH, GBP, LTC"
587,97e8eda4bc42bc9b50a05d5a19e93b58,BTC
588,9809ea41344fe457cdf908e5c55562b4,"BTC, ETH, EUR, LTC"
589,982a2b116c53d5a463ae5f670dc7de97,LTC
590,985173d6a7cd82b40e2cf9f6adc9975b,BTC
591,98826d1e43703cfeca715bd734d6ccf6,USD
592,989ac5c3632043686826434b7eb97182,BTC
593,98ca99b2723feb296079a30535a44c2d,"BTC, LTC"
594,9903b3f2a85afcc8c9a5ed278de3e2bf,BTC
595,990f2106c25e4b9efb520065d31aff04,BTC
596,993154ef99bba43d1e95829728d32955,BTC
597,99c37a43b57cb64cdc894502af364ae5,BTC
598,99e37d397360acce219954eee659ea67,BTC
599,99f5507bde2ddfac74308b2f51f96f36,BTC
600,99fb4a468b04eca72b71321050b8a3bb,"BTC, USD"
601,9a4f0bc97c94d67f5a30e3e67373d41c,BTC
602,9a55952bd482bb73298d3ff0f6edf262,BTC
603,9a6bd81a055be21354f7b1102412dec6,"BTC, ETH, LTC"
604,9ac64944bd1cafbf34b79cb9e997467a,BTC
605,9b42cfea5b75e5fd9794dc67eccf36d7,BTC
606,9b5e893aa8a1c3c26550a6285b76aafa,"ETH, LTC"
607,9b8402c10976c1e04dbef810efabff41,BTC
608,9bd7ceaf445d4877fe8a185e90e33e85,BTC
609,9be237d2e0ec5acfc13b5d7245db908c,"ETH, EUR, LTC"
610,9bf2782162655866d47ea372c35656b8,BTC
611,9c53ce9492d7f5d7a4d76332629a9277,BTC
612,9cba86c51495ec72c184caab02c32d29,"BTC, ETH, LTC"
613,9ce0142c213d999fa34fbec4d6c85787,BTC
614,9d47bb895f6d83249f9e43a1049c6df3,BTC
615,9d4a01ac3b08f3a26015907a832278b2,"ETH, EUR, LTC"
616,9d5ca06f5661dbf5324f4aba3e509e9d,BTC
617,9d7c31c393bd5bc31700fb89f50e0cd4,"BTC, ETH, LTC"
618,9d807eaa535a97054e4d2df54f776b7d,BTC
619,9d8f1627e9790ed369e88dbcc947c5d0,BTC
620,9dc502d01dd5fcf1361bfd819f2c18e2,BTC
621,9e5a8efccbacd47437de7fa2aaa1768b,BTC
622,9ea66b7337d5668706ac7e4bcb9aa347,ETH
623,9f13b788b55c48ccb27a5b2f1e54c180,BTC
624,9fa0bd309e17d9f79174ff8b2047571a,BTC
625,9fb4ff92d3593d14ed71fcab108424ea,BTC
626,a00acd0117e6cccfade7a09c65cbe204,BTC
627,a07a89e1e869a3e6cf12b13ecfc5ebf4,BTC
628,a09efe6c3679b40556ac496a156d36aa,BTC
629,a1015aab1d04d8c603dd5a96e370310e,BTC
630,a10d65d37b81cab83c224c475511ed26,"BTC, ETH"
631,a1bb054f72b52a23225adafa093bccc3,BTC
632,a2052328b44702ce2ca930d36b1f6bc6,BTC
633,a2490fb2390225687fa21da6f3929058,BTC
634,a3704fe33c1484eb0d1e7705f9ea2050,ETH
635,a3e1516cac9620c496d3f6d64945db90,BTC
636,a41e75792f931417c0a12baaf639f28d,BTC
637,a43ad9f78f4e29889ddaa1bf3beb9300,BTC
638,a4643495e80952f9de44a3a525f3e456,BTC
639,a466bca4143b65e12369bfecf4eec845,"LTC, USD"
640,a48248ecfa5d52464ff5d8bc72a531e6,"BTC, ETH, LTC"
641,a4aa39506abcb12f539685b677c82198,BTC
642,a4bff5b02a8f477625f18ad77b2b4b2b,BTC
643,a4d6b9985aabde565e83d5b5b236430a,BTC
644,a53f16ad42a5cd357c8ec135f4ca1d85,BTC
645,a543d70bf8b9f23299480205ec71088d,BTC
646,a611ec17afcf61d5f44f86abcb286e66,"BTC, LTC"
647,a6b8a307d867a385e6c274df9be9298e,BTC
648,a6f7b4d568976e9e702c197601ee3e68,BTC
649,a7105e564e12435ab226789217540d2e,BTC
650,a715233f5986022abd4781be63ae4df2,BTC
651,a71b73f256b5fac20306298f75e4b288,"BTC, ETH"
652,a7d54c146f244b8006b947592ba3a79b,BTC
653,a8ac2b5d1476d36a9a3f3baa50292e8f,BTC
654,a8d687dbdbf49d7c24e9927f722534f5,"BTC, EUR"
655,a8da7ce13dc71b64aa0e1afc9cfe3bd4,BTC
656,a9150eecebece64aa20fa8ddf88a760a,BTC
657,a9da47a9ae2e8c2d435e433e835f226d,BTC
658,aa09231fa4f689be19369ca7913ac1d1,"BTC, ETH, LTC"
659,aa2a5a5ab3c99c977d073781a4c7e4f2,"BTC, ETH, EUR, LTC"
660,aa69f04f36e5ca3b4a140c3126180938,BTC
661,aa8534abf63c4f535adbe9e440360ba1,BTC
662,aac1462122adfc1cc29c3488b61969de,"ETH, LTC"
663,aaeb3fc58f0751fe9b7fefb0f86cb73f,BTC
664,ac5ee3dc4a38cac5cfaf49c80826e3d1,BTC
665,ac65d02e8081abd3e50ceac3c7f756ed,BTC
666,ac816c90ecac1fb4671f3cedddf8e1a3,BTC
667,ac92601fe6bd23f8f312c74ee895e87b,BTC
668,aca6fcfb9d9d8db6b432f4dce7bf9984,BTC
669,acb8139e8c26dc80398d2ae6d98c37be,BTC
670,acd44db82d8a88222d6e937aeccc68d0,BTC
671,acd6f9255525b87e041e56ebbdc32ce0,BTC
672,acdb64c2ee95f905c1941afea86ac69d,BTC
673,acf5dd14db934753eb94b13b5ba3643d,BTC
674,ad9bd8f5ce31c6b51c8cc6e01999e59b,BTC
675,add432bb4627fdd37bb20410caef1c87,"BTC, ETH, LTC"
676,ae29207a0f048324f8c9aa2caf3d9d83,"BTC, EUR"
677,ae64428e8f71cdde671d1a8ac4598cb3,BTC
678,aead3b52a6111128635a09e1de1e161d,"ETH, USD"
679,af039100800221963e8940343610ee36,"BTC, ETH, USD"
680,af2187f3b93cfb55403bc71f3d9d13e2,BTC
681,af80ebf18f1223397bf7063a33591959,BTC
682,afb2c97967c86fcda4f6027a8081e637,BTC
683,afe8379e00b6ae7a85349a5ee641c768,BTC
684,b0a54325dc2515262e396b82e5aa2c5a,BTC
685,b0a659c3752ed3e1f5a31485d45fb597,BTC
686,b0c87b63a65b7bb1446ed2023990c2af,"BTC, ETH, LTC, USD"
687,b0cd78ffdcbff06253f180a24435b141,"BTC, ETH, LTC, USD"
688,b17c1bedd5756b7d53941e76d093f452,BTC
689,b1aee51a7d04f51ba977da8157b771ce,BTC
690,b200203a377aa50d31dd589ce5cc018f,BTC
691,b2150afa1ebdb5eaefe245f53384aca6,"BTC, USD"
692,b224b5873d3ea9750a1d8b5f3e269552,"BTC, ETH"
693,b394b3c630298e9e7266148380c49eb1,BTC
694,b3ca42b4841836ca0fd610008441295e,"BTC, LTC"
695,b3cc5caa3ffb399f7aab741ead8c7136,"BTC, ETH, LTC, USD"
696,b444b4056eb7958340559ebef45524f8,BTC
697,b48db3af5c2b0d8f3a0acac1aa8e92ed,BTC
698,b4932a05ffeb1cd491c4a8cd0194c97b,"BTC, ETH, USD"
699,b4bd994d6aa4a7df98dc8c9382fb5101,"BTC, ETH"
700,b4cf3dfcdd93b4d46a9af4ca51884e16,BTC
701,b4ea5e1aca864397d81bf6a783fdcfac,"BTC, USD"
702,b5785684a5676cb88348d64e1e70e157,BTC
703,b58fe1da4877bae004ca793b2b60dc14,BTC
704,b5bd188bc9d52db887191194cd3ee178,"BTC, ETH, EUR, LTC"
705,b5ca2aad3515223d5f87664995036345,ETH
706,b5f5b1016892d99a694d7065feb5721e,BTC
707,b5fc049c6690f2b2333e2c8b36d13c7b,BTC
708,b61a031f7c6051a9939b930f0b0a50ff,"BTC, ETH, LTC, USD"
709,b6dbac32af2f363be44ffec4568b6b88,"ETH, EUR"
710,b70ce3dec8f8f3577290099994607327,ETH
711,b748173cd987ce063de30be1c30a6f5f,BTC
712,b74de3abb11f844cd6f48a3467999f07,"EUR, LTC"
713,b75420b1a1dc2aee8edc65680c9a00ed,BTC
714,b75f27ca84bd04fd65a27158501f3164,BTC
715,b76d501637e09f52b5cf31b181dccc9b,"BTC, EUR"
716,b78caa9fbe1fb63cf471799105f24ea1,BTC
717,b7b22b65987efa771bb0a7ba7e177f32,BTC
718,b83d20897feeb1236ab9ae9e294d8e3d,"ETH, LTC"
719,b83dfb57c1dfa46b13d53fd61b782786,"BTC, ETH, LTC"
720,b867f4a96271d1f8074907c16cac31b4,BTC
721,b87d61c1b846a488949791748622e9f9,"ETH, LTC"
722,b91bdb9719e89023cfe0cecb1af44b42,"BTC, ETH, LTC"
723,b9f00a53a05236c659c79847a981f646,BTC
724,b9f5cdd41b93956cbb10ef0122d42d1f,BTC
725,ba4d1b4ef9ba6234a1af783ce5a9aced,"BTC, USD"
726,ba5844dbda82c9b5fe9f08c8a923a3ab,"BTC, LTC"
727,baa8b11a074701fef4c75ac3bfce1d5d,BTC
728,bab8dbe65e1276308fe41fb161a74670,BTC
729,bb3bd644c9db946e8fd6ba9dce7a4cd9,"BTC, ETH"
730,bb62a3dcbd1070dbf2ae3cec629a407b,LTC
731,bb6809f26cf987ce23cd69e2427e1217,"BTC, ETH, LTC, USD"
732,bb95dc4321d1d632c061e743786be997,BTC
733,bbb45a52e1a3bc9ac178a907c57d555b,BTC
734,bc1cc4d7c7328ea755f3ac3db8c79792,BTC
735,bc59c4089af97b8c2ba4612714c44768,BTC
736,bc7327d41f1168aa86a2f545441e0915,"BTC, USD"
737,bcad59150ff03790d9483f7ea85504f7,"BTC, USD"
738,bcbb4f536522e93cebf84768f22ccca3,BTC
739,bd1132281d7a7492cc14295141eda6a8,ETH
740,bd1503bdb91f9c99a8db7d69abdd6716,"BTC, LTC"
741,bd704523cb0e53208e04cfaf371a146d,BTC
742,bd9dbbf1c33d5ef266169fbcc462a10f,"BTC, USD"
743,bdbafe9718953bca12351ad347c43b9f,LTC
744,be34b987d9cdc9ac1c8c5ad6ac7de2fc,BTC
745,be488513574bcf7dd962dc59ed1140e3,BTC
746,beae82a0fa6b0b301aa051d3a5d78684,"BTC, ETH, LTC"
747,bee0b412595ec2ed1191fa1df07bbfd9,"BTC, ETH"
748,befbddf34f71095d3fe49efd79a8996e,"BTC, ETH, GBP, LTC"
749,bf675faf03a48481d372c3add94f7a45,"BTC, ETH"
750,bf8ebf3e2748b96a32df01f0f0813b6d,BTC
751,bfcb5a392eeea161fcb75e2a4ca956cc,ETH
752,c039fedb504dc0853bddeb840fd9bd0e,"BTC, EUR"
753,c03cacb60e0d718226b72446665df3f5,"BTC, ETH"
754,c0b887697010a43c7aaf88b3bad5aa80,BTC
755,c0d8ac4aef462f947dfb3027f576ecc1,BTC
756,c1270c2d39255086ce386b62582811bf,BTC
757,c1942d1b8570cb346c3b55f28e0ddad5,ETH
758,c260bf5986cac4cc3da183f508916fc8,BTC
759,c2b6afb6cfdadc953bf6692898de6278,BTC
760,c2b8ccffdd0a79fcb91ac1e3017bd2ff,"BTC, ETH, EUR, LTC"
761,c2baf83dab4b07c7d5064a05bda37f5e,"BTC, ETH, EUR, LTC"
762,c2d43b488cd2ec62b878fa8fa0bfa32c,BTC
763,c2ef646029858a80fd5b733c521e21e0,BTC
764,c344bb54bbbed3e5840627ead8b17daf,BTC
765,c36af85918828bccf221f6f6a436222a,BTC
766,c39f21b29a9c126b2156901581e37148,BTC
767,c3bfc9b62000298abadd85840b9ba265,BTC
768,c41bf9c664dd5672026e1b10171bb41e,BTC
769,c486853daca10fda527d24978597a35e,BTC
770,c4d8bf491e3c3ebe4967e252d9c73976,BTC
771,c5037c4b6becafe4f3ff75f39d771a48,BTC
772,c529df6da103ef8b88f7a89c8b84c165,"BTC, ETH"
773,c549acb4231fbef0f20e0eab7b9c2ea4,BTC
774,c5a4903b1bd6c9e9ec513cdfc1bc5b43,BTC
775,c642eb30b29a26afddca6e232895f0e6,"ETH, LTC"
776,c649b989b1f9502c553cee2eaa06b72c,BTC
777,c659050a5163c810475173c9fbd2ebe0,BTC
778,c66d89e33861cb1cd2e414c79aa97a67,EUR
779,c67bde0604e7e7ba799fdd09a54619f0,BTC
780,c75699acc4c8d503a3028b665a9802f8,BTC
781,c76e6282058c25579937c956f145bb75,BTC
782,c7b5aa189565188b2d18510fc6d1bd9f,BTC
783,c810d7de4302799f153adb50e9cb42cf,"BTC, ETH, LTC, USD"
784,c820555270552ef46e3a7fcb025f1361,BTC
785,c823f283034d5579e6b4ad4a47ee0da7,BTC
786,c8691d1c60e9537da42e187170ab369f,"BTC, ETH"
787,c9c7fec9cf5e071dead30141a93d6439,BTC
788,c9e0b7cd259b1c98ebae79f01edf4abe,BTC
789,c9f1591db8136a62c975f18c9f31475e,BTC
790,ca28dde538c4a14f80b18a89694f3f69,BTC
791,ca4172f864238e8578a415e215713ea6,"BTC, ETH, LTC"
792,ca60b3e8110ade69380d53bc88fcf703,BTC
793,ca6c11b912a7fb9f65f5ae91e1a326dd,BTC
794,cac676e0fddac885cef989da777d1e15,ETH
795,cb5877e2c7e46327c3c79af4bab3de59,BTC
796,cb59deb30b98273f9d2a07597024590b,"BTC, ETH"
797,cbd900c921c337d38b0a66b610997db9,BTC
798,cbdabb7a27ee6cee781415a06c6c5d13,BTC
799,cc3e1c2ed42e8e55ea616f3c74c0eba0,"BTC, ETH, EUR, LTC"
800,cc4759e1f969b2ba59e020ef07ec6da4,BTC
801,cd4f00a2a2266f2ae2e927b11a906b14,"BTC, ETH, EUR"
802,cd5ef9ca08f88d9439796debfe5adb66,BTC
803,cd7ca1dadcbdcf9fc74371e8337d5f64,"BTC, USD"
804,cdadf041b101e72dbbdb1df71be2e179,"BTC, LTC, USD"
805,ce4a6cd541e8e5e47c310260b6707c1c,BTC
806,ce69658aec0b197b0e4dcb0b8918e71c,BTC
807,ce9611e4cd84557f00a1ee6106da2f97,"BTC, ETH, LTC"
808,cef762063b3071f59e897d736eb5730b,"BTC, ETH, EUR, LTC"
809,cf5bcdf1d830626f0d73866dce0b48e0,"BTC, ETH"
810,cf655c555881edb81758807c179f43de,BTC
811,cf890273582fee0634ed1a30aaa0bd7a,ETH
812,cf8ab3e3910b0fdaa69042e6a7422a77,BTC
813,d066dfda2ab783d91753dd1b7648c096,BTC
814,d07a04abeb01912628628efc5821243f,BTC
815,d0913a0441a52a9833943d5a8ba5ef7b,BTC
816,d0a60bd3a1aac24c42cb4e15bff1866a,BTC
817,d0e43ad07f9d877d6484e0baebcefa66,BTC
818,d18c5d87cfc2b8667b925a488a9a1e89,BTC
819,d19318a41a3404eb7d905c06d4bd4260,BTC
820,d1daedb92db288d27e49f23b9fd521eb,"BTC, LTC"
821,d203bf23455b39ba9e7d6c2d52473ba5,"BTC, ETH, USD"
822,d20d8f793fcc12c60330a1c0362e78b6,BTC
823,d2a4376d134018f507a075fafb4fb21a,BTC
824,d2a545fa3af88c689ef374e1271db1c0,"BTC, ETH, EUR"
825,d37b398b51a08914bc66b247ef4e90dd,BTC
826,d382b5762cbb0e93735fdaa2519eb83f,"ETH, LTC"
827,d44c339604588a2962b528bcd9390265,"BTC, ETH"
828,d4c16d1d47c83fad9c693cb8d4089905,"BTC, ETH, LTC, USD"
829,d5520fdffefdf662146a36a1218f3351,BTC
830,d578d055de250cc6540348dc9e46261e,"BTC, ETH"
831,d589ac4d9bb91fe42fb64fe62c142fed,BTC
832,d58bd8027cfe60edfe999a4ac08ba7dc,ETH
833,d61a944acd9ee24d5d142f6d15113515,ETH
834,d6956699f5da259ab25a1051ea4caf2e,"ETH, EUR"
835,d6abcdbec471a92a2f04e0139b00c856,BTC
836,d77149a51e67e3bd99c81359d66b095d,"BTC, USD"
837,d82cff3eb5f74538e10aecc4f1416f78,LTC
838,d8641499a4e3b6b5383f8bc7d31b8997,"BTC, LTC"
839,d89f13e0eb3a57e8b3e364c1bb6c67d1,BTC
840,d950fee6e661665e36377c1d80677a2f,BTC
841,d9970cb001e8f7ae85a7cec36f4ccec4,BTC
842,d9b0e99060689d42dd22694a77820804,BTC
843,da1aaeb5e7b5a35f837533cfe1b1996e,BTC
844,da3bf248026c637a58badf9c7639c829,"BTC, ETH"
845,db09e52ea34b2a79b7410556efbba2b5,"BTC, ETH, LTC, USD"
846,db1d4fddddb1dab0868b52dfbbf383d2,BTC
847,db1eefb821156e4ec8dc150db3d0c9df,"BTC, EUR"
848,db35e15252dfcd63d81188d61d167e57,BTC
849,dbb06c9aca1f54e80edd6fccab1f33d5,BTC
850,dbbad4f8eeed39bdc953f9f76ce95fba,BTC
851,dbdee3b221edcb297fa07ba96e811dbd,BTC
852,dbdf77833ee48da25845672c57d4fa9a,"BTC, ETH, LTC, USD"
853,dc51d769460b50803941d48eff7d8101,"BTC, LTC"
854,dc840c190c00f213e2a7081b9cf428ab,"BTC, ETH, LTC"
855,dc90555b3bab0c7124429ab3cc90a13c,BTC
856,dca18643ed6030c877d144c6deab5ab3,BTC
857,dcab8582184c64c03844171fbe00b909,"BTC, ETH"
858,dcc54fb9dca40a6729a6863ae9db6723,"BTC, ETH, EUR, LTC"
859,dccf44954b2cd7a7b563b3f96477df2a,"BTC, ETH, LTC, USD"
860,dd1f6527d044877daa4d14452480a24e,BTC
861,ddfac2b449a0c724cfc82e054ff8456b,BTC
862,de4ced9f42842ab5d8f1a81b5ee278b7,"ETH, LTC"
863,de739739d3f9523c7ebf3b2197721cc2,BTC
864,deae0f169616e81d26fd61213c3874c6,ETH
865,decb09cd4198abc679a637ae417a8700,BTC
866,dfbc4227b3f28b9aea4e86e827e2415c,ETH
867,e00b2a34b92e8087783eedc573d13ba5,BTC
868,e0916628d03f181e609bc1d1f5c55d02,ETH
869,e0a6cfa13eec972b25bf2e63a00ff669,BTC
870,e0ab8ebc2890ae6b1c3b1bdc5dff7ad9,BTC
871,e118ee8d25b5834ab4e378d5379dc015,"BTC, ETH, EUR"
872,e14cf4620db432a6dc677a58b7ab4c02,BTC
873,e19fa6b6ebd2c8037c3ea7761d16c052,"BTC, ETH, LTC"
874,e1ad0af538a29bee75481999f19a5518,"BTC, USD"
875,e1ffc1a1abe20f5cd8f3cb502e04fc22,BTC
876,e241c7391023479ad2511ed02d9ebe9c,"BTC, ETH, LTC"
877,e26f8786e4e0351a1c51e93f12671bec,BTC
878,e27fbf0edd9905bcb86c4a1d9350d5fb,BTC
879,e2ad0c20390bc8deb97daed038af75eb,BTC
880,e31f8b8c6d8b6f780b9d51a1d95bda61,BTC
881,e32a56807ab3e71bb5e07f7ffc8c5174,"BTC, ETC, USD"
882,e354472f966f2e64b9e99d7bba02f004,BTC
883,e414837856e90e77a72fe05a4fa6f1b7,LTC
884,e42c2fb287dd5e68dbc8bb86e9fb6fb8,BTC
885,e4c191a24422031d5be30f15d224a517,BTC
886,e4fc01c4043df92fa0d9866026c4c926,BTC
887,e50fba45a9cafb5b93e3514690eee96e,BTC
